flagged_risk_score,flagged_amount,flagged_is_online,flagged_is_in_person,is_new_device,is_proxy,has_device,mismatch_count,is_new_region,concurrent_home_count,amount_to_mean_ratio,amount_to_p75_ratio,prior_txns_count,prior_in_person_pct,prior_online_pct,txns_24h,txns_48h,online_48h,exposure_48h,conf_testing,conf_burst,conf_new_device,conf_region,conf_ato,max_graph_pattern,has_corroborated_pattern,lone_risk_score,prior_cases_count,prior_fraud_rate,case_id,card_id,outcome,target,pattern,exposure_usd,actions_taken,report_filed
0.61,22.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5254556171274747,0.43110144477240947,328.0,0.0,1.0,1.0,3.0,3.0,89.41,0.05,0.72,0.82,0.1,0.15,0.82,1.0,0.0,17.0,0.9411764705882353,CC-4780,C06464-K1,confirmed_fraud,1,card_not_present_new_device,64.92,CREATE_CASE|BLOCK_CARD,No
0.14,993.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.544189823183105,3.1866402069754844,181.0,0.7182320441988951,0.281767955801105,2.0,4.0,0.0,2106.89,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.14,2.0,1.0,CC-4781,C07196-K2,confirmed_fraud,1,out_of_region_use,2913.0,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.61,280.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.308469271922598,2.391848378473023,17.0,0.9411764705882353,0.058823529411764705,1.0,1.0,0.0,280.04,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.61,10.0,0.9,CC-4782,C01119-K2,confirmed_fraud,1,account_takeover,280.04,CREATE_CASE|BLOCK_CARD,No
0.37,159.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.032434588559184,1.066077621965237,224.0,0.38839285714285715,0.6116071428571429,3.0,3.0,0.0,1803.82,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.37,3.0,1.0,CC-4783,C01983-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.86,11.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.257774888122502,0.18314245855367745,84.0,0.0,1.0,1.0,1.0,1.0,11.29,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.86,14.0,1.0,CC-4784,C09791-K1,confirmed_fraud,1,card_not_present_fraud,11.29,CREATE_CASE|BLOCK_CARD,No
0.43,100.09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8293938025414634,0.9079816934053623,16.0,0.8125,0.1875,1.0,2.0,2.0,250.15,0.05,0.85,0.9,0.1,0.15,0.9,1.0,0.0,0.0,0.5,CC-4785,C07547-K1,confirmed_fraud,1,card_not_present_new_device,250.15,CREATE_CASE|BLOCK_CARD,No
0.22,225.93,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,1.9843056591515165,1.931834700002565,1054.0,0.9240986717267552,0.07590132827324478,9.0,21.0,1.0,2030.95,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,8.0,0.875,CC-4786,C12094-K2,confirmed_fraud,1,out_of_region_use,451.9,CREATE_CASE|BLOCK_CARD,No
0.54,53.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,44.0,0.4313656365248431,0.4612913423501166,1648.0,0.8962378640776699,0.10376213592233009,12.0,30.0,4.0,3202.09,0.05,0.85,0.1,0.1,0.88,0.88,1.0,0.0,16.0,0.9375,CC-4787,C09933-K2,confirmed_fraud,1,account_takeover,804.14,CREATE_CASE|BLOCK_CARD,No
0.34,14.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3150880296806855,0.2517685856633748,253.0,0.0,1.0,1.0,2.0,2.0,70.76,0.05,0.85,0.82,0.1,0.15,0.85,1.0,0.0,16.0,1.0,CC-4788,C10837-K2,confirmed_fraud,1,card_not_present_new_device,14.2,CREATE_CASE|BLOCK_CARD,No
0.64,40.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23250645243822946,0.26893659018011346,29.0,0.7241379310344828,0.27586206896551724,1.0,1.0,1.0,40.33,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.64,1.0,0.0,CC-4789,C05770-K1,confirmed_fraud,1,card_not_present_fraud,40.33,CREATE_CASE|BLOCK_CARD,No
0.71,171.03,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0470470771306255,0.7792296547387988,22.0,0.6363636363636364,0.36363636363636365,2.0,2.0,0.0,393.03999999999996,0.05,0.2,0.1,0.38,0.75,0.75,1.0,0.0,0.0,0.5,CC-4790,C00406-K1,confirmed_fraud,1,out_of_region_use,171.03,CREATE_CASE|BLOCK_CARD,No
0.8,116.94,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.9510492091439035,1.0736221665243617,223.0,0.8654708520179372,0.13452914798206278,2.0,3.0,1.0,358.95,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,3.0,0.6666666666666666,CC-4791,C07847-K2,confirmed_fraud,1,account_takeover,116.94,CREATE_CASE|BLOCK_CARD,No
0.61,792.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.751319312895118,7.269690044148286,167.0,0.9820359281437125,0.017964071856287425,4.0,5.0,0.0,1047.71,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.61,3.0,1.0,CC-4792,C11041-K1,confirmed_fraud,1,out_of_region_use,792.04,CREATE_CASE|BLOCK_CARD,No
0.24,51.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9481392897431316,0.6634230923512895,21.0,0.047619047619047616,0.9523809523809523,2.0,2.0,2.0,156.36,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,3.0,1.0,CC-4793,C00405-K1,confirmed_fraud,1,card_not_present_fraud,51.27,CREATE_CASE|BLOCK_CARD,No
0.65,226.07,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.2183014225840076,1.804791595149328,292.0,0.136986301369863,0.863013698630137,3.0,3.0,2.0,1226.03,0.05,0.85,0.1,0.1,0.88,0.88,1.0,0.0,14.0,0.9285714285714286,CC-4794,C07212-K2,confirmed_fraud,1,account_takeover,1226.03,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.45,429.97,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.8693934966307582,1.902177038678824,1005.0,0.5990049751243781,0.4009950248756219,8.0,19.0,7.0,3631.42,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,9.0,0.8888888888888888,CC-4795,C09165-K2,confirmed_fraud,1,account_takeover,1879.53,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.88,170.92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,1.3899587757721767,1.4605925432187383,2578.0,0.9158262218774244,0.08417377812257563,27.0,45.0,1.0,4278.76,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,11.0,0.9090909090909091,CC-4796,C11709-K2,confirmed_fraud,1,out_of_region_use,635.09,CREATE_CASE|BLOCK_CARD,No
0.56,116.97,0.0,1.0,0.0,0.0,0.0,2.0,0.0,23.0,0.7828029077474415,0.8013235505682635,661.0,0.875945537065053,0.12405446293494705,21.0,27.0,0.0,5463.86,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,9.0,0.8888888888888888,CC-4797,C00329-K2,confirmed_fraud,1,account_takeover,342.39,CREATE_CASE|BLOCK_CARD,No
0.45,200.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.221289565826892,1.1701300144460494,331.0,0.8398791540785498,0.16012084592145015,4.0,9.0,1.0,1031.78,0.05,0.45,0.25,0.1,0.72,0.72,1.0,0.0,3.0,0.6666666666666666,CC-4798,C02740-K1,confirmed_fraud,1,card_not_present_fraud,200.07,CREATE_CASE|BLOCK_CARD,No
0.12,102.66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3337689183564203,1.6378168823088337,29.0,0.0,1.0,0.0,1.0,1.0,102.66,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.12,1.0,1.0,CC-4799,C02618-K2,confirmed_fraud,1,card_not_present_fraud,102.66,CREATE_CASE|BLOCK_CARD,No
0.12,67.09,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.7606885106711434,1.3515037972643582,85.0,0.0,1.0,0.0,2.0,2.0,58.489999999999995,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,16.0,0.9375,CC-4800,C04597-K2,confirmed_fraud,1,card_not_present_new_device,1165.16,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.88,16.48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34366914174441726,0.3344087985227573,143.0,0.0,1.0,1.0,3.0,3.0,127.52,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,11.0,1.0,CC-4801,C12028-K2,confirmed_fraud,1,card_not_present_fraud,16.48,CREATE_CASE|BLOCK_CARD,No
0.5,33.48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6364752221893671,0.5176972677088648,83.0,0.0,1.0,1.0,1.0,1.0,33.48,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.5,7.0,0.8571428571428571,CC-4802,C03095-K2,confirmed_fraud,1,card_not_present_fraud,33.48,CREATE_CASE|BLOCK_CARD,No
0.86,309.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.7306010325802217,2.4285160243979833,510.0,0.8960784313725491,0.10392156862745099,4.0,15.0,0.0,2666.15,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.86,10.0,0.9,CC-4803,C11464-K2,confirmed_fraud,1,account_takeover,1102.51,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.63,97.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.5118636735308751,0.462133628082479,3415.0,0.550805270863836,0.449194729136164,19.0,37.0,12.0,14727.949999999999,0.05,0.2,0.1,0.1,0.88,0.88,1.0,0.0,16.0,0.9375,CC-4804,C01155-K2,confirmed_fraud,1,account_takeover,234.34,CREATE_CASE|BLOCK_CARD,No
0.53,52.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9123984275189114,0.6098052538839815,14.0,0.0,1.0,1.0,1.0,1.0,52.95,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.53,3.0,1.0,CC-4805,C12744-K1,confirmed_fraud,1,card_not_present_fraud,52.95,CREATE_CASE|BLOCK_CARD,No
0.81,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.24656871084442597,0.2479035056975064,113.0,0.911504424778761,0.08849557522123894,2.0,3.0,0.0,117.04,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.81,10.0,1.0,CC-4806,C06437-K1,confirmed_fraud,1,account_takeover,58.01,CREATE_CASE|BLOCK_CARD,No
0.33,14.98,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.12909219415902254,0.12803582951918185,610.0,0.7295081967213115,0.27049180327868855,3.0,15.0,2.0,1076.15,0.05,0.72,0.82,0.1,0.72,0.82,1.0,0.0,20.0,1.0,CC-4807,C06962-K2,confirmed_fraud,1,card_not_present_new_device,29.96,CREATE_CASE|BLOCK_CARD,No
0.51,280.02,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.8534690025978158,2.5937143968655345,206.0,0.9320388349514563,0.06796116504854369,2.0,6.0,0.0,1252.85,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,0.0,0.5,CC-4808,C10193-K2,confirmed_fraud,1,out_of_region_use,280.02,CREATE_CASE|BLOCK_CARD,No
0.39,526.97,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.9550618689018107,2.498512423339426,498.0,0.857429718875502,0.142570281124498,7.0,10.0,0.0,1605.44,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,8.0,0.875,CC-4809,C08842-K2,confirmed_fraud,1,account_takeover,526.97,CREATE_CASE|BLOCK_CARD,No
0.74,225.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2521539862505127,2.2521539862505127,1.0,0.0,1.0,0.0,1.0,1.0,225.06,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.74,0.0,0.5,CC-4810,C13273-K1,confirmed_fraud,1,card_not_present_fraud,225.06,CREATE_CASE|BLOCK_CARD,No
0.85,40.61,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.27394692970293666,0.26978727927401247,427.0,0.882903981264637,0.117096018735363,6.0,9.0,2.0,1696.1299999999999,0.05,0.72,0.82,0.1,0.88,0.88,1.0,0.0,3.0,1.0,CC-4811,C08269-K1,confirmed_fraud,1,card_not_present_new_device,84.86,CREATE_CASE|BLOCK_CARD,No
0.77,16.09,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.28503213439868347,0.24003819128462947,49.0,0.0,1.0,1.0,4.0,4.0,217.19,0.05,0.85,0.1,0.1,0.15,0.85,1.0,0.0,12.0,0.9166666666666666,CC-4812,C12680-K1,confirmed_fraud,1,card_not_present_fraud,16.09,CREATE_CASE|BLOCK_CARD,No
0.86,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666622222518517,0.6666622222518517,1.0,0.0,1.0,1.0,1.0,1.0,100.0,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.86,0.0,0.5,CC-4813,C04863-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.8,100.01,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8438045524259941,0.5002726213164859,41.0,0.7804878048780488,0.21951219512195122,1.0,1.0,1.0,100.01,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,1.0,1.0,CC-4814,C05739-K2,confirmed_fraud,1,card_not_present_new_device,100.01,CREATE_CASE|BLOCK_CARD,No
0.17,28.93,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7315300052468883,0.6092321947521375,16.0,0.0,1.0,0.0,1.0,1.0,28.93,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.17,1.0,1.0,CC-4815,C03773-K1,confirmed_fraud,1,card_not_present_fraud,28.93,CREATE_CASE|BLOCK_CARD,No
0.96,1108.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,11.684815284213084,10.170205347475823,874.0,0.9908466819221968,0.009153318077803204,13.0,17.0,0.0,2312.03,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.96,9.0,1.0,CC-4816,C07646-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.7,82.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3426313551992826,0.363280679469419,642.0,0.6744548286604362,0.32554517133956384,10.0,14.0,2.0,3723.44,0.05,0.85,0.1,0.1,0.88,0.88,1.0,0.0,14.0,0.9285714285714286,CC-4817,C11539-K2,confirmed_fraud,1,out_of_region_use,390.1,CREATE_CASE|BLOCK_CARD,No
0.4,99.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999899990999189,0.9999899990999189,0.0,0.0,1.0,1.0,1.0,1.0,99.99,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,0.0,0.5,CC-4818,C11090-K1,confirmed_fraud,1,card_not_present_new_device,99.99,CREATE_CASE|BLOCK_CARD,No
0.53,11.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2033192994001528,0.16675434361195382,508.0,0.0,1.0,8.0,20.0,20.0,1419.63,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.53,17.0,1.0,CC-4819,C13171-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.87,300.03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.3447356329180997,1.327501758763954,1830.0,0.37103825136612023,0.6289617486338798,12.0,17.0,7.0,5623.84,0.05,0.2,0.25,0.1,0.72,0.72,1.0,0.0,16.0,0.9375,CC-4820,C04108-K2,confirmed_fraud,1,account_takeover,2141.26,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.69,149.96,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.455234592022179,2.2049374365911394,9.0,0.6666666666666666,0.3333333333333333,2.0,2.0,2.0,299.87,0.05,0.85,0.9,0.1,0.15,0.9,1.0,0.0,0.0,0.5,CC-4821,C12199-K1,confirmed_fraud,1,card_not_present_new_device,299.87,CREATE_CASE|BLOCK_CARD,No
0.85,43.41,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7604307414185132,0.5712330659859066,300.0,0.0,1.0,4.0,6.0,6.0,255.27,0.05,0.85,0.1,0.1,0.15,0.85,1.0,0.0,14.0,0.9285714285714286,CC-4822,C01521-K2,confirmed_fraud,1,card_not_present_fraud,43.41,CREATE_CASE|BLOCK_CARD,No
0.06,25.7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6228436215261102,0.5105943357803452,44.0,0.0,1.0,0.0,2.0,2.0,33.41,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,1.0,1.0,CC-4823,C02851-K2,confirmed_fraud,1,card_not_present_fraud,25.7,CREATE_CASE|BLOCK_CARD,No
0.23,82.94,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.6721961001154253,0.7093071982622229,1860.0,0.9172043010752688,0.08279569892473118,16.0,29.0,0.0,8016.6,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.23,14.0,0.9285714285714286,CC-4824,C07867-K2,confirmed_fraud,1,account_takeover,82.94,CREATE_CASE|BLOCK_CARD,No
0.54,43.51,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0362346074511584,0.7797351301947995,41.0,0.0,1.0,2.0,2.0,2.0,81.08,0.05,0.72,0.1,0.1,0.15,0.72,1.0,0.0,13.0,0.9230769230769231,CC-4825,C01525-K2,confirmed_fraud,1,card_not_present_fraud,81.08,CREATE_CASE|BLOCK_CARD,No
0.32,444.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,2.198853100985914,1.96831758502318,4415.0,0.8018120045300113,0.19818799546998866,34.0,74.0,9.0,13194.93,0.05,0.2,0.1,0.1,0.72,0.72,1.0,0.0,12.0,0.9166666666666666,CC-4826,C00854-K2,confirmed_fraud,1,account_takeover,2209.42,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.06,445.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.735645986073651,3.1291134612139286,102.0,0.9901960784313726,0.00980392156862745,2.0,2.0,0.0,536.93,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.06,11.0,1.0,CC-4827,C03786-K1,confirmed_fraud,1,out_of_region_use,445.01,CREATE_CASE|BLOCK_CARD,No
0.11,445.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,5.22772458648742,4.122507201674678,375.0,0.9093333333333333,0.09066666666666667,5.0,11.0,0.0,1328.04,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.11,3.0,1.0,CC-4828,C02309-K2,confirmed_fraud,1,account_takeover,445.07,CREATE_CASE|BLOCK_CARD,No
0.18,10.16,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2034269663724813,0.14537961823541196,140.0,0.0,1.0,4.0,9.0,9.0,147.28,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.18,10.0,0.9,CC-4829,C04248-K2,confirmed_fraud,1,card_not_present_new_device,75.39,CREATE_CASE|BLOCK_CARD,No
0.1,149.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8244905240559641,0.6976982239985855,9.0,0.0,1.0,1.0,1.0,1.0,149.95,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.1,0.0,0.5,CC-4830,C03449-K1,confirmed_fraud,1,card_not_present_fraud,149.95,CREATE_CASE|BLOCK_CARD,No
0.89,9.18,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22799247475818607,0.19182547642928785,304.0,0.0,1.0,3.0,5.0,5.0,77.85,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,8.0,1.0,CC-4831,C11444-K1,confirmed_fraud,1,card_not_present_fraud,9.18,CREATE_CASE|BLOCK_CARD,No
0.94,7.03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17688547689263123,0.14044971880088308,1660.0,0.0,1.0,11.0,25.0,25.0,783.99,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.94,16.0,0.9375,CC-4832,C11509-K2,confirmed_fraud,1,card_not_present_fraud,77.94,CREATE_CASE|BLOCK_CARD,No
0.12,117.03,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.474444022524233,0.35572401676641613,3.0,1.0,0.0,2.0,2.0,0.0,234.1,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,1.0,1.0,CC-4833,C11783-K2,confirmed_fraud,1,account_takeover,234.1,CREATE_CASE|BLOCK_CARD,No
0.94,199.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3910496870538192,1.5987559812437788,8.0,0.0,1.0,1.0,1.0,1.0,199.97,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.94,0.0,0.5,CC-4834,C09470-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.91,63.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5687579465288857,0.5462930117062788,566.0,0.9434628975265018,0.05653710247349823,6.0,9.0,0.0,575.23,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.91,14.0,0.9285714285714286,CC-4835,C01116-K2,confirmed_fraud,1,out_of_region_use,63.91,CREATE_CASE|BLOCK_CARD,No
0.2,445.09,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.6204971011190052,1.4833317225497482,49.0,0.24489795918367346,0.7551020408163265,2.0,3.0,2.0,545.02,0.05,0.72,0.1,0.88,0.88,0.88,1.0,0.0,1.0,0.0,CC-4836,C11951-K1,confirmed_fraud,1,out_of_region_use,445.09,CREATE_CASE|BLOCK_CARD,No
0.16,39.3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7533918317198351,0.5824724696536289,55.0,0.0,1.0,1.0,1.0,1.0,39.3,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.16,11.0,0.9090909090909091,CC-4837,C13364-K1,confirmed_fraud,1,card_not_present_fraud,39.3,CREATE_CASE|BLOCK_CARD,No
0.71,280.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.6310898299830248,2.459105636090648,13.0,0.6923076923076923,0.3076923076923077,1.0,3.0,0.0,840.13,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.71,3.0,1.0,CC-4838,C12885-K1,confirmed_fraud,1,account_takeover,840.13,CREATE_CASE|BLOCK_CARD,No
0.17,2160.97,0.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,20.20766029110173,20.00509160255876,257.0,0.9105058365758755,0.08949416342412451,1.0,2.0,0.0,2368.93,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,1.0,0.0,CC-4839,C07096-K2,confirmed_fraud,1,account_takeover,2160.97,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.74,11.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.24595516476304358,0.192781924820048,639.0,0.0,1.0,1.0,7.0,7.0,207.73,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.74,17.0,1.0,CC-4840,C02147-K2,confirmed_fraud,1,card_not_present_new_device,53.95,CREATE_CASE|BLOCK_CARD,No
0.64,117.28,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.3580491039736535,1.834477796374216,169.0,0.0,1.0,0.0,2.0,2.0,142.08,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,15.0,0.9333333333333333,CC-4841,C09354-K1,confirmed_fraud,1,card_not_present_fraud,117.28,CREATE_CASE|BLOCK_CARD,No
0.72,150.09,1.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,1.2410683897406913,1.282699917101811,1782.0,0.877104377104377,0.12289562289562289,17.0,37.0,1.0,4344.91,0.05,0.45,0.82,0.1,0.72,0.82,1.0,0.0,16.0,0.9375,CC-4842,C09301-K2,confirmed_fraud,1,account_takeover,349.14,CREATE_CASE|BLOCK_CARD,No
0.28,213.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8046321950170628,0.6361527507008489,85.0,0.9176470588235294,0.08235294117647059,2.0,2.0,0.0,384.12,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.28,1.0,1.0,CC-4843,C06438-K1,confirmed_fraud,1,account_takeover,384.12,CREATE_CASE|BLOCK_CARD,No
0.03,170.96,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.4874186539236325,1.4613089895803952,635.0,0.7322834645669292,0.2677165354330709,8.0,11.0,3.0,1400.17,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,21.0,1.0,CC-4844,C06962-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.52,56.67,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.3319558728320489,1.3051288547016422,33.0,0.0,1.0,2.0,2.0,2.0,77.79,0.05,0.85,0.82,0.1,0.15,0.85,1.0,0.0,6.0,1.0,CC-4845,C07638-K1,confirmed_fraud,1,card_not_present_new_device,56.67,CREATE_CASE|BLOCK_CARD,No
0.23,13.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23485108059771095,0.18809442934782605,231.0,0.0,1.0,3.0,4.0,4.0,189.74,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,16.0,1.0,CC-4846,C11844-K2,confirmed_fraud,1,card_not_present_fraud,13.29,CREATE_CASE|BLOCK_CARD,No
0.42,774.01,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.2668130245529863,2.5798097498216825,271.0,0.5904059040590406,0.4095940959409594,2.0,2.0,0.0,832.92,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,13.0,0.9230769230769231,CC-4847,C10955-K2,confirmed_fraud,1,out_of_region_use,774.01,CREATE_CASE|BLOCK_CARD,No
0.23,350.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9212805262021764,1.6677705719500049,253.0,0.5217391304347826,0.4782608695652174,4.0,4.0,4.0,1399.92,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,8.0,0.875,CC-4848,C11294-K2,confirmed_fraud,1,card_not_present_fraud,1399.92,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.13,9.31,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20125616371954477,0.14948379120438016,614.0,0.0,1.0,10.0,15.0,15.0,903.87,0.05,0.2,0.25,0.1,0.15,0.25,0.0,0.13,22.0,0.9545454545454546,CC-4849,C06630-K2,confirmed_fraud,1,card_not_present_fraud,76.7,CREATE_CASE|BLOCK_CARD,No
0.07,39.33,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9390600229050942,0.7560771648548112,352.0,0.0,1.0,1.0,11.0,11.0,462.64,0.05,0.2,0.82,0.1,0.15,0.82,1.0,0.0,16.0,1.0,CC-4850,C05307-K2,confirmed_fraud,1,card_not_present_new_device,39.33,CREATE_CASE|BLOCK_CARD,No
